5,225,English,Aya: Life in Yop City,2008-01-01
9,35,English,City of Clowns,2015-12-22
10,214,German,David Boring,2010-12-13
11,45,Russian,Дэдпул Истребляет Вселенную Марвел,2012-01-01
12,46,English,Deogratias,2006-01-01
13,178,German,Ed the Happy Clown,1993-01-01
14,178,Swedish,Ed the Happy Clown,1998-01-01
15,50,Spanish,Elektra Lives Again,2007-01-01
16,51,English,Epileptic,2005-01-01
17,52,Hebrew,קרוב רחוק Karov Rahok `close-far`,2008-01-01
18,52,French,Exit Wounds,2007-01-01
19,57,German,From Hell,2002-01-01
20,57,Dutch,From Hell,2010-01-01
21,57,Spanish,From Hell,2001-01-01
23,57,Norwegian,From hell : et victoriansk melodrama,2008-01-01
24,57,French,From Hell,2001-01-01
25,58,French,Fun Home - Une tragicomédie familiale ,2006-01-01
26,58,Italian,Fun Home: A Family Tragicomic,2007-01-01
27,58,Portuguese,Fun Home: Uma tragicomédia em família ,2007-01-01
28,58,German,Fun Home: Eine Familie von Gezeichneten ,2008-01-23
29,58,Polish,Fun Home: Tragikomiks rodzinny ,2009-03-08
30,58,Korean,Fun Home: A Family Tragicomic,
31,58,Hungarian,Fun Home: A Family Tragicomic,
32,60,German,Gemma Bovery,2011-01-01
33,60,Dutch,Gemma Bovery,2005-01-01
34,60,French,Gemma Bovery,2001-01-01
35,61,Dutch,Ghost World,1998-01-01
36,61,French,Monde Fantôme,1997-03-01
37,61,Norwegian,Ghost World,2002-01-01
38,61,Spanish,Mundo fantasmal,2001-01-01
39,61,Polish,Ghost World,2006-01-01
40,173,German,Habibi,2012-01-01
42,1,Dutch,Een contract met God,2008-01-01
43,1,Yiddish,An Opmakh mit Got,1984-01-01
44,219,German,A History of Violence,2006-01-01
46,11,Spanish,Asterios Polyp,2010-01-01
47,11,German,Asterios Polyp,2011-01-01
48,11,Italian,Asterios Polyp,2011-01-01
49,11,French,Asterios Polyp,2010-01-01
50,15,Spanish,Batman: victoria oscura,2012-01-01
51,18,French,Batman. Un long Halloween,2013-01-01
52,207,French,"Big questions : ou l'asomatognosie : au fait, à qui est cette main?",2012-01-01
53,24,German,Black Hole,2011-01-01
54,158,German,Blankets : ein illustrierter Roman,2005-01-01
55,158,Polish,Blankets : pod śnieżną kołderką,2006-01-01
56,25,German,Buddha 1. Kapilavastu,2012-01-01
57,176,German,Bumf,2016-01-01
58,65,French,Hicksville,2001-01-01
59,65,German,Hicksville,2012-01-01
60,213,French,Ice Haven,2010-01-01
61,194,Dutch,I Kill Giants,2011-01-01
62,212,Japanese,Tetsu de tsukutta berubetto no tebukuro no yoni,2005-05-01
63,77,Dutch,Logicomix : een epische zoektocht naar de waarheid,2010-01-01
64,77,French,Logicomix,2010-01-01
65,77,German,Logicomix: Eine epische Suche nach Wahrheit,2010-08-30
66,78,German,Lone Wolf & Cub Bd. I,2006-01-01
68,79,German,Lost Girls,2008-05-26
69,87,French,"Adieu, maman",2005-01-01
72,245,French,Oméga l'inconnu,2012-01-01
73,95,French,Palestine,2010-01-01
75,184,German,Die Löwen von Bagdad nach einer wahren Begebenheit,2007-01-01
76,102,German,RASL,2015-01-01
79,111,French,Loin d'être parfait,2008-01-01
81,112,German,Signal to Noise,2010-01-01
82,114,Dutch,Skim,2010-01-01
83,115,Spanish,Stuck rubber baby : mundos diferentes : una novela gráfica de Howard Cruse,2006-01-01
84,115,German,Stuck Rubber Baby,2011-01-01
85,115,Polish,Stuck rubber baby ,2011-01-01
86,117,Russian,Супермен. Красный сын,2014-01-01
87,4,German,Tale of Sand ,2014-01-01
88,167,French,Tantrum ,2008-01-01
89,119,German,Ein neues Land,2015-06-30
90,121,Japanese,Kyūyaku seisho : sōseikihen,2011-01-01
91,122,Spanish,Los Libros de la Magia ,2006-01-01
92,127,German,Die vollständige Maus,2008-04-01
93,127,Polish,Wydanie zbiorcze : Maus,2016-01-01
94,127,Russian,Маус : рассказ выжившего,2014-01-01
95,127,French,"L'Intégrale, Maus : un survivant raconte",1998-11-01
96,127,Romanian,Maus : povestea unui supravieţuitor,2012-01-01
97,127,Spanish,Maus I y II,2015-06-23
98,127,Catalan,Maus : relat d'un supervivent,2003-01-01
99,128,Nederlands,Persepolis,2013-01-01
100,128,English,The Complete Persepolis,2007-01-01
101,128,German,Persepolis,2013-01-01
102,191,French,Le Nao de Brown,2012-01-01
103,191,German,Das Nao in Brown ,2014-06-05
104,211,French,Le playboy,2013-01-01
106,151,French,Top 10: The Forty-Niners,2007-02-09
107,150,Italian,Verso la tempesta,1998-01-01
108,183,German,Ausgetrickst,2007-01-01
109,183,French,Dernier Rappels,2006-10-10
110,183,Spanish,Estafados,2012-01-01
111,183,Polish,Wykiwani,2009-06-01
114,156,Spanish,Watchmen,2013-01-01
115,156,Nederlands,Watchmen,2009-01-01
116,156,French,Watchmen,2013-01-01
117,156,German,Watchmen,2008-03-13
118,156,Italian,Watchmen,2008-03-01
119,156,Russian,Хранители,2016-01-01
120,215,German,Wimbledon Green der grösste Comicsammler der Welt ,2009-01-01
121,24,Russian,Черная дыра,2010-11-09
122,176,French,Bumf Vol.1,2015-01-01
123,34,German,Stadt aus Glas,2005-08-01
124,221,Spanish,Torpe,2007-01-23
125,221,French,Clumsy,2006-05-10
126,221,Russian,Неуклюжий,2014-01-01
127,40,Russian,Дардевил: Рожденный заново,2014-09-26
128,40,Serbian,Derdevil: Ponovo rođen,2016-01-01
129,40,Italian,Devil: Rinascita,2003-04-01
130,40,Polish,Daredevil: Odrodzony ,2013-01-01
131,40,Portuguese,Demolidor: A Queda De Murdock,2017-06-27
132,40,Croatian,Daredevil: Ponovo rođen,2012-03-20
133,40,French,Daredevil: Renaissance,1997-01-01
134,40,Czech,Daredevil: Zmrtvýchvstání,2013-01-01
135,40,German,Daredevil: Auferstehung,2015-07-20
136,41,Portuguese,Demolidor: O Homem Sem Medo,2009-01-01
137,41,Spanish,Daredevil: El Hombre sin Miedo ,2008-01-01
138,41,Romanian,Daredevil Neînfricatul,2016-04-01
139,41,Czech,Daredevil: Rok jedna,2011-01-01
140,41,Italian,L'uomo senza paura. Daredevil,2015-10-01
141,41,Turkish,Daredevil: Korkusuz,2017-03-01
142,41,German,Daredevil: Der Mann ohne Furcht ,2015-10-12
143,41,French,Daredevil. L'Homme sans peur ,1997-01-01
144,45,Spanish,Deadpool mata al Universo Marvel ,2012-11-01
145,45,Turkish,Deadpool Marvel Evreni’ni Öldürüyor ,2014-03-01
146,45,Romanian,Deadpool Omoară Universul Marvel ,2015-11-15
147,45,French,Deadpool massacre Marvel ,2014-01-01
148,45,German,Deadpool killt das Marvel-Universum ,2013-05-07
149,133,Spanish,El Incal: Integral,2009-11-17
150,133,Italian,L'Incal. Integrale,2008-09-01
151,133,Czech,Incal,2011-01-01
152,133,Turkish,Incal ,2017-04-01
153,133,Swedish,Inkalen,2009-12-18
154,133,Finnish,INCAL,2011-09-01
156,133,Dutch,De Incal: Integraal,2010-09-17
157,133,Danish,Inkalen,2009-12-07
158,133,Polish,Incal ,2006-07-01
160,229,French,Amer Beton Intégrale ,2007-04-01
161,229,Spanish,Tekkon Kinkreet ,2013-01-01
162,69,Spanish,Guantelete infinito ,2012-01-01
163,69,Serbian,Rukavica beskraja ,2016-10-01
164,69,French,Le Gant de l'Infini ,2015-02-10
165,69,Italian,Il guanto dell'Infinito ,2010-09-28
166,69,Russian,Перчатка бесконечности ,2016-07-29
191,155,Spanish,V de Vendetta ,2005-11-01
192,155,Italian,V per Vendetta ,2006-03-08
193,155,Portuguese,V de Vingança ,2012-06-01
194,155,Indonesian,V for Vendetta ,2007-01-01
195,155,Czech,V jako Vendeta (Hardcover),2005-01-01
196,155,Finnish,V niin kuin verikosto ,2005-01-01
197,155,German,V wie Vendetta,2007-01-01
198,155,French,"V Pour Vendetta, L'intégrale ",1999-01-25
199,155,Greek,V for Vendetta ,2006-01-01
200,155,Russian,V – значит Vендетта ,2014-01-01
201,155,Serbian,V Kao Vendeta,2006-01-01
202,155,Dutch,V voor Vendetta ,2010-01-01
203,155,Georgian,V ანუ ვენდეტა ,2017-05-22
204,155,Polish,V jak Vendetta ,2014-09-08
205,155,Croatian,V kao Vendetta ,2014-11-11
206,155,Persian,وی مثل وندتا,
207,156,Portuguese,Watchmen - Edição Definitiva ,2009-01-01
208,156,Turkish,Watchmen ,2016-11-01
209,156,Polish,Strażnicy ,2013-09-01
210,156,Czech,Watchmen - Strážci ,2009-01-01
211,156,Finnish,Vartijat ,2009-01-01
212,156,Croatian,Čuvari ,2013-11-12
213,156,Serbian,Nadzirači ,2006-01-01
214,15,French,Batman: Amère Victoire ,2012-03-01
215,15,Portuguese,Batman: Vitória Sombria ,2012-01-01
216,15,Russian,Бэтмен. Темная победа ,2017-02-01
217,15,Finnish,Batman: Synkkä voitto ,2014-01-01
218,15,Croatian,Batman: Mračna pobjeda ,2016-11-15
219,15,German,Batman: Dark Victory,2011-01-01
220,15,Danish,Batman: Sort sejr ,2014-01-01
221,16,Spanish,Batman: El regreso del caballero oscuro ,2006-01-01
222,16,Italian,Batman: Il ritorno del Cavaliere Oscuro ,2007-11-01
223,16,Czech,Batman: Návrat temného rytíře ,2012-01-01
224,16,Finnish,Batman: Yön ritari ,2011-11-21
225,16,Russian,Бэтмен: Возвращение Темного Рыцаря ,2016-03-01
226,16,Polish,Batman: Powrót Mrocznego Rycerza,2014-01-01
227,16,French,Batman The Dark Knight Returns ,2012-03-01
228,16,German,Batman. Der dunkle Ritter kehrt zurück ,2002-01-01
229,16,Dutch,Batman: De Terugkeer Van De Dark Knight ,2011-01-01
230,16,Greek,Batman: Ο σκοτεινός ιππότης επιστρέφει ,2016-04-13
231,18,Spanish,Batman: El largo Halloween ,
232,18,Portuguese,Batman: O Longo Dia das Bruxas - Edição Definitiva ,2008-01-01
233,18,Russian,Бэтмен: Долгий Хэллоуин ,2015-01-01
234,18,Italian,Batman: Il Lungo Halloween ,2014-07-01
235,18,Finnish,Batman – Pitkä pyhäinpäivä ,2013-11-01
236,18,Croatian,Batman: Duga Noć vještica ,2015-11-10
237,18,Polish,Batman: długie Halloween ,2013-01-01
238,18,German,Batman: Das lange Halloween ,2010-11-23
239,19,Portuguese,Batman: Ano Um ,2011-09-01
240,19,Spanish,Batman Año Uno: Edición Absolute ,2008-01-01
241,19,Italian,Batman: Anno uno,2008-04-24
242,19,Turkish,Batman: İlk Yıl ,2016-06-01
243,19,French,Batman Année Un ,2012-07-06
244,19,Russian,Бэтмен: Год первый,2015-07-01
245,19,German,Batman: Das erste Jahr,2006-01-01
246,19,Finnish,Batman: Ensimmäinen vuosi ,2007-01-01
247,19,Czech,Batman: Rok jedna ,2007-01-01
248,19,Polish,Batman - Rok pierwszy ,2015-01-01
249,19,Ukrainian,Бетмен: Рік перший,2017-01-01
250,19,Greek,Batman: Η αρχή ,2010-01-01
251,19,Serbian,Betmen: godina prva ,2012-01-01
252,19,Japanese,バットマン:イヤーワン (Year One),
253,19,Croatian,Batman: Godina prva ,2017-07-18
254,19,Korean,배트맨 이어 원 (Hardcover),2008-12-26
255,127,Portuguese,Maus: A História de um Sobrevivente ,2005-06-24
256,127,Italian,Maus ,2000-11-28
257,127,Czech,Maus: Souborné vydání ,2012-01-01
258,127,Dutch,Maus: de volledige editie ,2012-01-01
259,127,Turkish,Maus: Hayatta Kalanın Öyküsü ,2012-01-01
260,127,Finnish,Maus : Selviytyjän tarina ,2003-01-01
261,127,Croatian,Maus : preživjeli priča ,2009-01-01
262,127,Swedish,Maus - En överlevandes historia ,1996-01-01
263,127,Lithuanian,Maus ,2012-01-01
264,127,Danish,Maus,2005-01-01
265,127,Norwegian,Maus Samla utgåve ,2009-01-01
266,127,Hungarian,A teljes Maus ,2005-01-01
267,127,Galician,Maus: Relato dun supervivente ,2008-05-01
268,128,Portuguese,Persépolis ,2007-12-10
269,128,Spanish,Persépolis ,2007-12-30
270,128,Italian,Persepolis ,2007-01-10
271,128,Georgian,პერსეპოლისი (ბავშვობა - დაბრუნება),2015-01-01
272,128,Turkish,Persepolis (Paperback),2017-11-01
273,128,Swedish,Persepolis,2015-02-23
274,128,Russian,Персеполис ,2013-01-01
275,128,Romanian,Persepolis,2010-05-01
276,128,Croatian,Perzepolis ,2012-11-10
277,128,Polish,Persepolis,2015-02-01
278,128,Estonian,Persepolis ,2008-01-01
279,128,Lithuanian,Persepolis ,2011-01-01
280,128,Catalan,Persèpolis ,2008-01-25
281,128,Norwegian,Persepolis,2005-05-01
282,128,Chinese,我在伊朗长大 [Wǒ zài yīlǎng zhǎng dà],2010-01-01
283,128,Albanian,Persepolis ,2015-04-01
284,5,Portuguese,Justiça - Edição Definitiva ,2013-01-01
285,5,Spanish,Justicia ,2014-06-01
286,5,Italian,Justice ,2013-11-01
287,5,Polish,Sprawiedliwość,2015-05-01
288,1,Spanish,Contrato con Dios y otras historias de Nueva York ,2002-05-01
289,1,Portuguese,Um Contrato com Deus ,2015-02-26
290,1,Indonesian,A Contract With God - Kontrak Dengan Tuhan ,2010-01-01
291,1,Italian,Contratto con Dio ,2010-01-01
292,1,Greek,Συμβόλαιο με τον Θεό και άλλες ιστορίες ,2009-04-01
293,1,Galician,Contrato con Deus ,
294,1,Finnish,Talo Bronxissa ,1982-01-01
295,1,Croatian,Ugovor s Bogom ,2008-01-01
296,1,Swedish,Ett hus i Bronx ,1979-01-01
297,1,Serbian,Ugovor s bogom ,2010-01-01
298,1,Danish,En Kontrakt med Gud og tre andre historier fra Bronx ,1979-01-01
299,2,Italian,Una vita tra i margini ,2012-11-01
300,2,Polish,Życie. Powieść graficzna ,2014-07-01
301,2,German,Gegen den Strom - Eine Autobiografie in Bildern ,2012-06-01
302,2,Spanish,Una vida errante,2009-01-01
306,223,Turkish,Kırlangıç Oyunu: Ölmek Gitmek Dönmek ,2014-06-01
307,223,Portuguese,"A Dança das Andorinhas - Morrer, Partir, Regressar ",2016-07-07
308,223,Finnish,Pääskysen leikki ,2011-03-01
309,223,Swedish,"Svalornas lek: Dö, resa, återvända",2010-04-29
310,223,German,Das Spiel der Schwalben ,2013-03-01
311,223,Italian,"Il gioco delle rondini: Partire, morire, tornare ",2009-04-01
312,223,Dutch,Zwaluwenspel ,2008-01-01
313,223,Polish,"Gry jaskółek: Umrzeć, wyjechać, powrócić ",2014-12-01
314,223,Greek,"Το παιχνίδι των χελιδονιών : Πεθαίνοντας, φεύγοντας, επιστρέφοντας ",2009-01-01
315,255,Spanish,"Juego de tronos, cómic (Canción de hielo y fuego, #1)",2012-04-03
316,255,Portuguese,A Guerra dos Tronos Vol. 1 ,2012-11-08
317,255,Czech,"Hra o trůny: Grafický román, Svazek 1 ",2012-07-10
318,255,French,"A Game of Thrones - Le Trône de fer, volume I ",
319,255,Turkish,"A Game of Thrones: Taht Oyunları, Cilt 1 ",2013-01-01
320,255,German,Game of Thrones - Das Lied von Eis und Feuer ,2012-07-16
321,255,Swedish,A Game of Thrones. Kampen om Järntronen. Vol 1,2012-06-20
322,255,Polish,Gra o Tron. Powieść graficzna. Tom 1 ,2012-01-01
323,255,Russian,Игра Престолов. Книга 1 (Графические романы Джорджа Мартина. Игра Престолов #1),2014-01-01
324,255,Italian,A Game of Thrones: vol.1 ,2012-06-30
325,6,Spanish,"Avengers: La Era de Ultron (AU: La era de Ultrón, #1-4)",2015-09-01
326,219,Indonesian,A History of Violence ,2008-06-01
327,219,Spanish,Una historia de violencia ,2011-07-01
328,219,French,A History of Violence,2005-10-26
329,219,Italian,Una storia violenta ,
330,219,Finnish,Väkivaltainen tausta ,2011-06-15
331,7,Finnish,Akira 1 ,1995-01-01
332,7,Spanish,"Akira, No. 1 ",2005-11-01
333,7,German,"Akira, Band 1 ",2000-03-01
334,7,Portuguese,"Akira, Volume 01 ",2017-07-01
335,7,French,"Akira, tome 1 ",1999-04-14
336,7,Italian,Akira Collection Vol. 1 ,2012-07-01
337,7,Dutch,"Akira, vol. 1 ",2002-11-01
338,7,Chinese,阿基拉 1 ,1993-11-30
339,164,Indonesian,A Life Force - Daya Hidup ,2010-01-01
340,164,Italian,La forza della vita ,2003-01-01
341,164,Finnish,Elinvoima ,1987-01-01
342,164,Portuguese,A Força da Vida ,2008-01-01
343,8,Portuguese,O Chinês Americano ,2009-05-21
344,8,French,American Born Chinese : Histoire d'un chinois d'Amérique ,2007-08-24
345,8,Spanish,Chino americano ,2007-03-23
346,8,Czech,Američan čínského původu ,2008-01-01
347,8,Croatian,Američki kinez,2015-02-15
348,8,Chinese,美生中国人 ,2008-10-01
349,8,Italian,American Born Chinese,2008-01-01
350,8,Korean,American Born Chinese: Jin & Danny ,2008-07-01
351,8,Norwegian,Amerikansk Kineser ,2008-01-01
352,10,Italian,American Widow ,2011-09-01
353,10,French,Septembre En T'attendant,2009-01-01
354,234,Romanian,Fantoma Aniei ,2017-01-01
355,234,Italian,Anya e il suo fantasma ,2013-04-01
356,234,Spanish,El fantasma de Anya ,2013-04-01
357,234,Portuguese,O fantasma de Anya ,2013-01-01
358,234,French,Le fantôme d'Anya ,2012-04-01
359,234,Czech,Anin duch ,2012-01-01
360,234,Indonesian,Anya's Ghost ,2013-01-01
361,234,German,Anyas Geist ,2014-02-17
362,234,Hebrew,הרוח של אניה ,
363,169,Portuguese,Você é Minha Mãe?: Um Drama em Quadrinhos ,2013-07-26
364,169,Spanish,¿Eres mi madre? ,2012-09-01
365,169,Finnish,Äideistä parhain: koominen draama ,2012-01-01
366,169,French,C'est toi ma maman? ,2013-10-10
367,169,Italian,Sei tu mia madre? ,2012-10-31
368,169,Turkish,Annem Sen misin? Komik Bir Dram ,2014-03-01
369,169,German,Wer ist hier die Mutter? ,2014-04-10
370,169,Greek,Μήπως είσαι μάνα μου; ,2012-01-01
371,169,Polish,Jesteś moją matką? ,2014-04-01
372,3,Spanish,Un pequeño asesinato ,2002-12-08
373,3,Italian,Un piccolo omicidio ,2010-01-01
374,3,French,Petits meurtres,1992-09-01
375,3,Portuguese,Um Pequeno Assassinato ,2017-01-01
376,3,German,Die leisen Tode des Timothy Hole,
377,11,Portuguese,Asterios Polyp ,2011-10-14
378,11,Croatian,Asterios Polyp ,2012-10-19
379,11,Danish,Asterios Polyp ,2012-01-01
380,11,Dutch,Asterios Polyp ,2011-07-01
381,11,Norwegian,Asterios Polyp ,2011-01-01
382,225,Croatian,Aya iz Yopougona ,2015-02-15
383,225,German,Aya ,2014-01-01
384,13,Portuguese,"Gen Pés Descalços, Volume 01: O Nascimento de Gen, O Trigo Verde ",2011-05-10
385,13,Finnish,"Hiroshiman poika, #1",2006-01-01
386,13,French,"Gen d'Hiroshima, Tome 1",2004-07-01
387,13,Indonesian,Barefoot Gen Jilid 1: Kisah Hiroshima dalam Kartun ,2016-06-18
388,13,Turkish,Yalınayak Gen 1 - Hiroşima'nın Hikayesi ,2007-01-01
389,13,Dutch,Gen Barrevoets in Hiroshima: De bom ,2005-01-01
390,13,Croatian,Bosonogi gen 1: Strip o Hirošimi ,2014-06-24
391,13,Spanish,Pies descalzos 1 - Una historia de Hiroshima,2015-07-17
392,13,Italian,"Gen di Hiroshima, Vol. 1 ",1999-01-01
393,13,Russian,Босоногий Гэн. Том 1 ,1995-01-01
394,13,German,Barfuss durch Hiroshima: eine Bildergeschichte gegen den Krieg,1985-01-01
395,20,Italian,I segreti di Burden Hill: Riti animali ,2011-10-01
396,20,Portuguese,Beasts of Burden: Rituais Animais ,2017-09-01
397,20,French,"Mal de Chien (Bêtes de Somme, #1)",2012-06-06
398,20,Spanish,Los animales de Burden Hill: Ritos peludos ,2011-01-01
399,246,Spanish,Una entre muchas,2016-02-01
400,246,Portuguese,Desconstruindo Una ,2016-01-01
401,246,Dutch,Ontaard verklaard ,2016-01-01
402,21,Spanish,Beowulf: La Novela gráfica,2014-07-05
403,22,Italian,"Berlin, 2: La città di fumo ",2008-01-01
404,22,Spanish,Berlín. Ciudad de humo ,2010-01-01
405,22,Turkish,Berlin: Duman Şehir ,2012-05-01
406,22,Chinese,Berlín: město kouře ,2012-01-01
407,22,Polish,Berlin: miasto dymu ,2011-01-01
408,22,Finnish,Berliini. Toinen kirja: Savuinen kaupunki ,2008-01-01
409,22,German,Berlin: Bleierne Stadt ,2008-09-26
410,22,Danish,Berlin: en by af bly,2010-10-27
411,22,Dutch,Berlijn / 2 Rook,2009-08-01
412,22,Swedish,Berlin - stad av rök ,2008-01-01
413,23,Italian,"Berlin, 1: La città delle pietre ",2003-01-01
414,23,Spanish,Berlín. Ciudad de piedras,2010-04-01
415,23,German,"Berlin Bd. 1: Berlin, Steinerne Stadt ",2003-01-01
416,23,Turkish,Berlin: Taş Şehir ,2010-11-01
417,23,Finnish,Berliini. Ensimmäinen kirja: Kivikaupunki ,2006-01-01
418,23,Polish,Berlin: Miasto Kamieni ,2008-02-01
419,23,Czech,Berlín: město kamene ,2012-01-01
420,23,Danish,"Berlin, en by af sten",2005-09-09
421,23,Swedish,Berlin: Stad av sten ,
422,23,French,La cité des pierres ,2002-01-01
423,23,Hungarian,Berlin: A kövek városa ,2010-01-01
424,197,Spanish,Beverly ,2016-09-01
425,197,Italian,Beverly ,2016-01-01
426,207,German,Große Fragen,2012-09-28
427,207,Spanish,Grandes preguntas ,2013-01-01
428,24,Spanish,Agujero negro ,2006-06-01
429,24,Italian,Black Hole ,2007-01-01
430,24,French,Black Hole ,2006-11-08
431,24,Finnish,Musta aukko,2007-01-01
432,24,Dutch,Zwart Gat ,2009-01-01
433,24,Czech,Černá díra ,2008-06-11
434,24,Croatian,Crna rupa ,2009-01-01
435,24,Greek,Μαύρη τρύπα ,2009-11-16
436,24,Portuguese,Black Hole ,2017-10-01
437,24,Danish,Sort hul ,2010-01-01
438,24,Polish,Black Hole ,2007-10-01
439,24,Swedish,Black hole ,2007-09-14
440,158,Portuguese,Retalhos ,2009-05-21
441,158,Italian,Blankets ,2010-10-01
442,158,Dutch,Een deken van sneeuw ,2004-01-01
443,158,French,Blankets. Manteau de neige ,2004-04-14
444,158,Spanish,Blankets ,2008-01-01
445,158,Czech,Pod dekou ,2005-01-01
446,158,Serbian,Ispod pokrivača ,2014-01-01
447,158,Croatian,Dekice ,2016-05-01
448,158,Norwegian,Tepper ,2006-01-01
449,158,Greek,Blankets ,2007-12-01
450,158,Portuguese,Blankets ,2011-01-01
451,158,Russian,Одеяла ,2017-04-01
452,158,Slovenian,Odeje ,2006-01-01
453,199,Spanish,El azul es un color cálido ,2011-06-01
454,199,Italian,Il blu è un colore caldo ,2013-10-16
455,199,Portuguese,Azul é a Cor Mais Quente ,2013-01-01
456,199,German,Blau ist eine warme Farbe ,2013-12-01
457,199,Dutch,Blauw is een warme kleur ,2011-01-01
458,199,Persian,آبی گرم‌ترین رنگ است ,2014-08-21
459,199,Norwegian,Blå er den varmeste fargen ,2013-01-01
460,199,Swedish,Blå är den varmaste färgen ,2015-08-21
461,199,Greek,Το μπλε είναι το πιο ζεστό χρώμα ,2013-01-01
462,199,Russian,Синий - самый теплый цвет ,2013-01-01
463,227,Portuguese,Pílulas Azuis ,2015-06-19
464,227,Spanish,Píldoras azules ,2007-10-25
465,227,Polish,Niebieskie Pigułki ,2003-01-01
466,227,Czech,Modré pilulky ,2008-01-01
467,227,Serbian,Plave pilule ,2014-01-01
468,227,Italian,Pillole blu ,2015-01-01
469,227,Russian,Голубые таблетки ,2014-09-01
470,227,Croatian,Plave pilule ,2009-01-01
471,227,German,Blaue Pillen ,2006-01-01
472,218,Italian,Brooklyn Dreams ,
473,218,French,Brooklyn Dreams,2009-01-01
474,218,Spanish,Brooklyn Dreams,2010-01-01
475,25,Dutch,"Boeddha, Deel 1: Kapilavastoe ",2006-08-01
476,25,Indonesian,Buddha 1: Kapilawastu ,2007-01-01
477,25,Norwegian,"Buddha, Bind 1: Kapilavastu ",2007-01-01
478,26,Spanish,Fabricar historias,2014-01-01
479,26,French,Building Stories ,2014-10-29
480,176,Italian,BUMF vol.1 ,2016-06-01
481,27,Italian,Cages ,2011-01-01
482,27,Spanish,Cages ,2007-03-23
483,28,Turkish,Kahire ,2011-11-01
